division_name,district_name,block_name,panchayat_name
Purnia,Katihar,Kadwa,Tetaliya
Purnia,Katihar,Kadwa,Madhaypur
Purnia,Katihar,Kadwa,Beni Jalalpur
Purnia,Katihar,Katihar,Bhawara
Purnia,Katihar,Katihar,Garbhaili
Purnia,Katihar,Katihar,Daheria
Purnia,Katihar,Korha,Korha
Purnia,Katihar,Korha,Rampur
Purnia,Katihar,Korha,Bishanpur
Purnia,Katihar,Korha,Simariya South
Purnia,Katihar,Mansahi,Bhermara
Purnia,Katihar,Sameli,Chandpur East
Purnia,Katihar,Sameli,Khaira
Purnia,Katihar,Sameli,Muradpur
Munger,Khargaria,Alauli,Roun
Munger,Khargaria,Alauli,Goriyami
Munger,Khargaria,Alauli,Chanpura
Munger,Khargaria,Beldaur,Belanowad
Munger,Khargaria,Beldaur,Balaitha
Munger,Khargaria,Beldaur,Itamadi
Munger,Khargaria,Chautham,Paschimi Borne
Munger,Khargaria,Gogri,Banni
Munger,Khargaria,Gogri,Samaspur
Munger,Khargaria,Gogri,Borna
Munger,Khargaria,Gogri,Gogri
Munger,Khargaria,Gogri,Gauchhari
Munger,Khargaria,Gogri,Maira
Munger,Khargaria,Gogri,Baltara
Munger,Khargaria,Gogri,Pawra
Munger,Khargaria,Gogri,Deotha
Munger,Khargaria,Gogri,Pasaraha
Munger,Khargaria,Gogri,Itahari
Munger,Khargaria,Gogri,Sherchakla
Munger,Khargaria,Gogri,Paikat
Munger,Khargaria,Khagaria,Tetarabad
Munger,Khargaria,Khagaria,Jalkoura
Munger,Khargaria,Khagaria,Marar Uattari
Munger,Khargaria,Parbatta,Kabela
Munger,Khargaria,Parbatta,Dewari
Munger,Khargaria,Parbatta,Sour Dakshini
Munger,Khargaria,Parbatta,Khajretha
Munger,Khargaria,Parbatta,Bharso
Munger,Khargaria,Parbatta,Baisa
Munger,Khargaria,Parbatta,Jorawarpur
Munger,Khargaria,Parbatta,Temtha Karari
Munger,Khargaria,Parbatta,Khiradih
Purnia,Kishanganj,Bahadurganj,Laucha
Purnia,Kishanganj,Bahadurganj,Mahesh Bathna
Purnia,Kishanganj,Bahadurganj,Jhingakata Istambrar
Purnia,Kishanganj,Bahadurganj,Dohar
Purnia,Kishanganj,Bahadurganj,Jhiljhili
Purnia,Kishanganj,Bahadurganj,Natuapara
Purnia,Kishanganj,Bahadurganj,Bhauradah
Purnia,Kishanganj,Bahadurganj,Altabari
Purnia,Kishanganj,Bahadurganj,Desiatoli
Purnia,Kishanganj,Bahadurganj,Gangi
Purnia,Kishanganj,Dighalbank,Singhimari
Purnia,Kishanganj,Dighalbank,Dahibhat
Purnia,Kishanganj,Dighalbank,Tulsia
Purnia,Kishanganj,Kochadhaman,Bhagal
Purnia,Kishanganj,Kochadhaman,Bualdah
Purnia,Kishanganj,Kochadhaman,Tegharia
Purnia,Kishanganj,Kochadhaman,Majagawan
Purnia,Kishanganj,Pothia,Bhotathana
Purnia,Kishanganj,Pothia,Sitalpur
Purnia,Kishanganj,Pothia,Koltha
Purnia,Kishanganj,Pothia,Parlabari
Purnia,Kishanganj,Terhagachh,Jhunki Mushara
Purnia,Kishanganj,Terhagachh,Dhabaili
Purnia,Kishanganj,Terhagachh,Hawakol
Purnia,Kishanganj,Thakurganj,Dallegaon
Purnia,Kishanganj,Thakurganj,Bhogdavar
Purnia,Kishanganj,Thakurganj,Churli
Purnia,Kishanganj,Thakurganj,Patesari
Purnia,Kishanganj,Thakurganj,Bhatagaon
Munger,Lakhisarai,Barahiya,Khutha West
Munger,Lakhisarai,Chanan,Lakhochak
Munger,Lakhisarai,Chanan,Sangrampur
Munger,Lakhisarai,Chanan,Bhaluee
Munger,Lakhisarai,Chanan,Kundar
Munger,Lakhisarai,Halsi,Dhira
Munger,Lakhisarai,Halsi,Sarhmaf
Munger,Lakhisarai,Lakhisarai,Balgudar
Munger,Lakhisarai,Lakhisarai,Garhi Bishanpur
Munger,Lakhisarai,Pipariya,Pipariya
Munger,Lakhisarai,Pipariya,Mohanpur
Munger,Lakhisarai,Pipariya,Olipur
Munger,Lakhisarai,Ramgarh Chowk,Bhamariya
Munger,Lakhisarai,Ramgarh Chowk,Sharma
Munger,Lakhisarai,Ramgarh Chowk,Billo
Munger,Lakhisarai,Ramgarh Chowk,Nandnama
Munger,Lakhisarai,Surajgarha,Rajpur Choura
Koshi,Madhepura,Alamnagar,Gangapur
Koshi,Madhepura,Alamnagar,Khapur
Koshi,Madhepura,Bihariganj,Madhukarchak
Koshi,Madhepura,Bihariganj,Tulsia
Koshi,Madhepura,Bihariganj,Hathiaundha
Koshi,Madhepura,Chausa,Phulaut West
Koshi,Madhepura,Chausa,Laua Lagan West
Koshi,Madhepura,Chausa,Chausa West
Koshi,Madhepura,Chausa,Chausa East
Koshi,Madhepura,Chausa,Arajpur East
Koshi,Madhepura,Gamharia,Bhelwa
Koshi,Madhepura,Gamharia,Itwa Jiwachhpur
Koshi,Madhepura,Ghailarh,Srinagar
Koshi,Madhepura,Ghailarh,Chitti
Koshi,Madhepura,Ghailarh,Bardaha
Koshi,Madhepura,Ghailarh,Araha Mahua Dighra
Koshi,Madhepura,Ghailarh,Bhan Tekthi
Koshi,Madhepura,Ghailarh,Ratanpura
Koshi,Madhepura,Gwalpara,Reshana
Koshi,Madhepura,Gwalpara,Jhitkiya Kolaatha
Koshi,Madhepura,Gwalpara,Sukhasan
Koshi,Madhepura,Gwalpara,Bisbari
Koshi,Madhepura,Uda Kishanganj,Madhuban
Koshi,Madhepura,Uda Kishanganj,Biriranpal
Koshi,Madhepura,Uda Kishanganj,Manjor
Koshi,Madhepura,Uda Kishanganj,Barahi Anadpura
Koshi,Madhepura,Uda Kishanganj,M Khara
Koshi,Madhepura,Kumarkhand,Bishanpur Sundar
Koshi,Madhepura,Kumarkhand,Bishanpur Bazar
Koshi,Madhepura,Kumarkhand,Puraini
Koshi,Madhepura,Kumarkhand,Parmanandpur
Koshi,Madhepura,Kumarkhand,Lakshmipur Bhagwati
Koshi,Madhepura,Kumarkhand,Ramnagar Mahesh
Koshi,Madhepura,Kumarkhand,Tengraha Parihari
Koshi,Madhepura,Kumarkhand,Belari
Koshi,Madhepura,Kumarkhand,Bishanpur Korlahi
Koshi,Madhepura,Kumarkhand,Ranipatti Sukhashan
Koshi,Madhepura,Kumarkhand,Israin Khurd
Koshi,Madhepura,Kumarkhand,Mangarwara
Koshi,Madhepura,Kumarkhand,Israni Bela
Koshi,Madhepura,Kumarkhand,Israin Kala
Koshi,Madhepura,Madhepura,Sahugarh- 2
Koshi,Madhepura,Madhepura,Balam Gadhiya
Koshi,Madhepura,Madhepura,Madanpur
Koshi,Madhepura,Madhepura,Manikpur
Koshi,Madhepura,Madhepura,Tulsibari Rajpur Malia
Koshi,Madhepura,Madhepura,Maheshua
Koshi,Madhepura,Madhepura,Dhurgawn
Koshi,Madhepura,Madhepura,Bhadaul -Budhma
Koshi,Madhepura,Madhepura,Murho
Koshi,Madhepura,Madhepura,Bhelwa
Koshi,Madhepura,Murliganj,Digghi
Koshi,Madhepura,Murliganj,Raghunathpur
Koshi,Madhepura,Murliganj,Kolhaypatti Dumriya
Koshi,Madhepura,Murliganj,Rajni
Koshi,Madhepura,Murliganj,Dinapatti Sakhuwa
Koshi,Madhepura,Murliganj,Belo
Koshi,Madhepura,Murliganj,Nadhi
Koshi,Madhepura,Murliganj,Bhatkhora
Koshi,Madhepura,Murliganj,Tamot Parsa
Koshi,Madhepura,Puraini,Ganesh Pur
Koshi,Madhepura,Shankarpur,Maura-Kabiahi
Koshi,Madhepura,Shankarpur,Parsha
Koshi,Madhepura,Shankarpur,Sonbersha
Koshi,Madhepura,Singheshwar,Kamargama
Koshi,Madhepura,Singheshwar,Bhawanipur
Koshi,Madhepura,Singheshwar,Patori
Koshi,Madhepura,Singheshwar,Baheri
Koshi,Madhepura,Singheshwar,M Itahari Gahumani
Darbhanga,Madhubani,Benipatti,Bayoth
Darbhanga,Madhubani,Bisfi,Jagban East
Darbhanga,Madhubani,Ghoghardiha,Basuari
Darbhanga,Madhubani,Ghoghardiha,Srouta
Darbhanga,Madhubani,Harlakhi,Khirahar
Darbhanga,Madhubani,Jainagar,Parwa Belahi
Darbhanga,Madhubani,Khajauli,Kanhauli
Darbhanga,Madhubani,Lakhnaur,Laufa
Darbhanga,Madhubani,Madhepur,Rahuwa Sangram
Darbhanga,Madhubani,Madhepur,Karhara
Darbhanga,Madhubani,Madhepur,Darah
Darbhanga,Madhubani,Madhepur,Dwalakh
Darbhanga,Madhubani,Madhepur,Mahpatia
Darbhanga,Madhubani,Madhepur,Besipatti
Darbhanga,Madhubani,Madhepur,Gargawan
Darbhanga,Madhubani,Madhepur,Bhakharain
Darbhanga,Madhubani,Madhepur,Bakua
Darbhanga,Madhubani,Rajnagar,Pilakhwar
Munger,Munger,Bariarpur,Bindadiyara Harinmar
Munger,Munger,Bariarpur,Kalyan Tola
Munger,Munger,Bariarpur,Nirpur
Munger,Munger,Bariarpur,Bariyarpur (South)
Munger,Munger,Bariarpur,Paria
Munger,Munger,Dharhara,Sarobagh
Munger,Munger,Dharhara,Amari
Munger,Munger,Dharhara,Ora Bagicha
Munger,Munger,Dharhara,Dharahra (South)
Munger,Munger,Dharhara,Dharahra (Mahrna)
Munger,Munger,Dharhara,Banglwa
Munger,Munger,Dharhara,Ajim Ganj
Munger,Munger,Jamalpur,Singhiya
Munger,Munger,Jamalpur,Parham
Munger,Munger,Jamalpur,Patam (West)
Munger,Munger,Kharagpur,Naki
Munger,Munger,Kharagpur,Badhouna
Munger,Munger,Kharagpur,Majhgyan
Munger,Munger,Kharagpur,Gangata
Munger,Munger,Kharagpur,Dariyapur (2)
Munger,Munger,Munger Sadar,Shankarpur
Munger,Munger,Munger Sadar,Srimatpur
Munger,Munger,Munger Sadar,Jankinagar
Munger,Munger,Munger Sadar,Nauagarhi (South)
Munger,Munger,Munger Sadar,Tarapur Diyara
Munger,Munger,Sangrampur,Durmatta
Munger,Munger,Sangrampur,Katiyari
Munger,Munger,Sangrampur,Rampur
Munger,Munger,Sangrampur,Jhikuli
Munger,Munger,Sangrampur,Kusmar
Munger,Munger,Tetiyabamber,Tetiya
Munger,Munger,Tetiyabamber,Dhouri
Tirhut,Muzzafarpur,Bandra,Rampur Dayal
Tirhut,Muzzafarpur,Motipur/Baruraj,Bansghat
Tirhut,Muzzafarpur,Motipur/Baruraj,Bariyarpur North
Tirhut,Muzzafarpur,Motipur/Baruraj,Hardi
Tirhut,Muzzafarpur,Motipur/Baruraj,Mahimagopinath Pur
Tirhut,Muzzafarpur,Motipur/Baruraj,Mohammadpur Balmi
Tirhut,Muzzafarpur,Motipur/Baruraj,Nariyar
Tirhut,Muzzafarpur,Bochacha,Sahila Rampur
Tirhut,Muzzafarpur,Gaighat,Kanta Piraochha (S)
Tirhut,Muzzafarpur,Kanti,Birpur
Tirhut,Muzzafarpur,Kanti,Dhamauli Ramnath West
Tirhut,Muzzafarpur,Kanti,Harchanda
Tirhut,Muzzafarpur,Kanti,Jhitkanhi Madhuban
Tirhut,Muzzafarpur,Katra,Hathauri
Tirhut,Muzzafarpur,Kurhani,Akhteyarpur Paraiya
Tirhut,Muzzafarpur,Kurhani,Chainpur Wajid
Tirhut,Muzzafarpur,Kurhani,Ladaura
Tirhut,Muzzafarpur,Kurhani,Mahmadpur Mobarak
Tirhut,Muzzafarpur,Kurhani,Ratnauli
Tirhut,Muzzafarpur,Marwan,Barkagaon North
Tirhut,Muzzafarpur,Minapur,Maksudpur
Tirhut,Muzzafarpur,Minapur,Turki West
Tirhut,Muzzafarpur,Musahri,Abdul Nagar Urf Madhopur
Tirhut,Muzzafarpur,Musahri,Baikatpur
Tirhut,Muzzafarpur,Musahri,Barajagannath
Tirhut,Muzzafarpur,Musahri,Bhagwanpur
Tirhut,Muzzafarpur,Musahri,Dumri
Tirhut,Muzzafarpur,Musahri,Jhapahan
Tirhut,Muzzafarpur,Musahri,Prahladpur
Tirhut,Muzzafarpur,Musahri,Rajwara Bhagwan
Tirhut,Muzzafarpur,Musahri,Rohua
Tirhut,Muzzafarpur,Musahri,Sahbazpur
Tirhut,Muzzafarpur,Musahri,Taroura
Tirhut,Muzzafarpur,Paroo,Chakki Suhagpur
Tirhut,Muzzafarpur,Paroo,Dewariya West
Tirhut,Muzzafarpur,Paroo,Fatehabad
Tirhut,Muzzafarpur,Paroo,Jagdishpur Baya
Tirhut,Muzzafarpur,Paroo,Saraiya
Tirhut,Muzzafarpur,Sahebganj,Hussepur Ratti
Tirhut,Muzzafarpur,Sahebganj,Madhopur Hazari
Tirhut,Muzzafarpur,Sahebganj,Paharpur Manorath
Tirhut,Muzzafarpur,Sahebganj,Roop Chhapra
Tirhut,Muzzafarpur,Saraiya,Bahilwara Govind
Tirhut,Muzzafarpur,Saraiya,Bahilwararoopnath North
Tirhut,Muzzafarpur,Saraiya,Datapur Pachbhirwa
Tirhut,Muzzafarpur,Saraiya,Gopidhanwat
Tirhut,Muzzafarpur,Saraiya,Khaira
Tirhut,Muzzafarpur,Saraiya,Rewa Basantpur South
Patna,Nalanda,Ben,Akauna
Patna,Nalanda,Ben,Nohsa
Patna,Nalanda,Ben,Ben
Patna,Nalanda,Ben,Arawan
Patna,Nalanda,Bihar Sharif,Biyavani
Patna,Nalanda,Bihar Sharif,Sakraul
Patna,Nalanda,Bihar Sharif,Korai
Patna,Nalanda,Bihar Sharif,Chabillapur
Patna,Nalanda,Bihar Sharif,Pawa
Patna,Nalanda,Bihar Sharif,Palatpura
Patna,Nalanda,Chandi,Madhopur
Patna,Nalanda,Chandi,Bhagwanpur/Amraura
Patna,Nalanda,Chandi,Araut
Patna,Nalanda,Chandi,Sirnawan
Patna,Nalanda,Ekangarsarai,Gyaspur
Patna,Nalanda,Giriak,Adampur/Satuaa
Patna,Nalanda,Harnaut,Sartha
Patna,Nalanda,Hilsa,Chiksaura
Patna,Nalanda,Hilsa,Ashari
Patna,Nalanda,Hilsa,Akbarpur
Patna,Nalanda,Hilsa,Kapsiyawan
Patna,Nalanda,Islampur,Dhobdiha
Patna,Nalanda,Islampur,Chochara
Patna,Nalanda,Katrisarai,Darveshpura
Patna,Nalanda,Noorsarai,Nirpur
Patna,Nalanda,Noorsarai,Daruara
Patna,Nalanda,Rajgir,Barnausa
Patna,Nalanda,Rajgir,Goraur
Patna,Nalanda,Rajgir,Nai Pokhar
Patna,Nalanda,Silao,Gorwa
Patna,Nalanda,Silao,Mahuri
Patna,Nalanda,Silao,Dharhara
Patna,Nalanda,tharthari,Jaitipur
Magadh,Nawada,Akbarpur,Makhar
Magadh,Nawada,Akbarpur,Bareo
Magadh,Nawada,Akbarpur,Bhanail Lodipur
Magadh,Nawada,Akbarpur,Ledha
Magadh,Nawada,Akbarpur,Parto Karhari
Magadh,Nawada,Akbarpur,Kulana
Magadh,Nawada,Akbarpur,Pnchrukhi
Magadh,Nawada,Akbarpur,Balia Bujurga
Magadh,Nawada,Akbarpur,Baksanda
Magadh,Nawada,Akbarpur,Budhua
Magadh,Nawada,Hisua,Chitarghati
Magadh,Nawada,Hisua,Pachadha
Magadh,Nawada,Kowakole,Pali
Magadh,Nawada,Kowakole,Sarauni
Magadh,Nawada,Kowakole,Kewali
Magadh,Nawada,Kowakole,Manjhila
Magadh,Nawada,Kowakole,Devengarh
Magadh,Nawada,Kowakole,Sokhodewra
Magadh,Nawada,Kowakole,Paharpur
Magadh,Nawada,Kowakole,Lalpur
Magadh,Nawada,Kowakole,Mahudar
Magadh,Nawada,Kowakole,Pandegangot
Magadh,Nawada,Kowakole,Nawadih
Magadh,Nawada,Meskaur,Mirzapur
Magadh,Nawada,Meskaur,Baddossar
Magadh,Nawada,Meskaur,Tetariya
Magadh,Nawada,Nardiganj,Parma
Magadh,Nawada,Narhat,Khanwa
Magadh,Nawada,Narhat,Punther
Magadh,Nawada,Narhat,Saidapur
Magadh,Nawada,Nawada,Jhunathi
Magadh,Nawada,Nawada,Paura
Magadh,Nawada,Nawada,Jamuawa Patwa Saray Pan
Magadh,Nawada,Nawada,Nanaura
Magadh,Nawada,Pakaribarawan,Pokasi
Magadh,Nawada,Pakaribarawan,Gulni
Magadh,Nawada,Pakaribarawan,Aruri
Magadh,Nawada,Pakaribarawan,Budhauli
Magadh,Nawada,Pakaribarawan,Kabla
Magadh,Nawada,Pakaribarawan,Juri
Magadh,Nawada,Rajauli,Amawa East
Magadh,Nawada,Rajauli,Murhena
Magadh,Nawada,Rajauli,Bahadurpur
Magadh,Nawada,Rajauli,Farka Bujurg
Magadh,Nawada,Rajauli,Jogiamaran
Magadh,Nawada,Rajauli,Rajauli West
Magadh,Nawada,Rajauli,Rajauli East
Magadh,Nawada,Rajauli,Sirodabur
Magadh,Nawada,Rajauli,Hardia
Magadh,Nawada,Rajauli,Chitarkoli
Magadh,Nawada,Roh,Morma
Magadh,Nawada,Roh,Kunj
Magadh,Nawada,Roh,Bhikhampur
Magadh,Nawada,Roh,Chhanaun
Magadh,Nawada,Roh,Ohari
Magadh,Nawada,Sirdala,Abdul
Magadh,Nawada,Sirdala,Chaukia
Magadh,Nawada,Sirdala,Khattangi
Magadh,Nawada,Sirdala,Ghaghat
Magadh,Nawada,Sirdala,Bandhi
Magadh,Nawada,Sirdala,Akauna
Magadh,Nawada,Sirdala,Dhiraundh
Magadh,Nawada,Warsaliganj,Saur
Patna,Patna,Athmalgola,Ramnagar Diara
Patna,Patna,Athmalgola,Usmanpur
Patna,Patna,Athmalgola,Ramnagar Karari Kachhar
Patna,Patna,Athmalgola,Kalyanpur
Patna,Patna,Athmalgola,Bahadurpur
Patna,Patna,Bakhtiyarpur,Kala Diyara
Patna,Patna,Bakhtiyarpur,Rupas Mahaji
Patna,Patna,Bakhtiyarpur,Chiraiya Rupas
Patna,Patna,Bakhtiyarpur,Hardaspur Diyara
Patna,Patna,Bakhtiyarpur,Satbhaiya Ram Nagar
Patna,Patna,Barh,Berhna West
Patna,Patna,Barh,Naruada
Patna,Patna,Barh,Shohari
Patna,Patna,Barh,Ranabigha
Patna,Patna,Belchhi,West Saksohara
Patna,Patna,Belchhi,East Saksohara
Patna,Patna,Bihta,Daulatpur Simri
Patna,Patna,Bihta,Mushepur
Patna,Patna,Bihta,Purshottampur Painathi
Patna,Patna,Bikram,Birghaur Berar Katari
Patna,Patna,Bikram,Vajirpur
Patna,Patna,Bikram,Habaspur Gona
Patna,Patna,Bikram,Gangachak Telpa
Patna,Patna,Danapur,Purani Panapur
Patna,Patna,Danapur,Manas
Patna,Patna,Danapur,Mobark Pur Raghurampur
Patna,Patna,Dulhin Bazar,Dhana Nisharpura
Patna,Patna,Dulhin Bazar,Wyen 
Patna,Patna,Fatwa/Fatuha,Jethuli
Patna,Patna,Fatwa/Fatuha,Momindpur
Patna,Patna,Maner,Kita Chauhattar West
Patna,Patna,Maner,Kita Chauhattar Middle
Patna,Patna,Maner,Rampur Diyara Tauffir
Patna,Patna,Maner,Darweshpur South
Patna,Patna,Maner,Sherpur West
Patna,Patna,Maner,Khashpur
Patna,Patna,Masaurhi,Nadaul
Patna,Patna,Mokama,Mekra
Patna,Patna,Mokama,Kanhaipur
Patna,Patna,Mokama,More West
Patna,Patna,Mokama,Barahpur
Patna,Patna,Mokama,Shivnar
Patna,Patna,Mokama,Aunta
Patna,Patna,Mokama,Dariapur
Patna,Patna,Mokama,Hathidah Buzurg
Patna,Patna,Mokama,Maranchi (South)
Patna,Patna,Mokama,Rampur Dumra
Patna,Patna,Naubatpur,Savarchak
Patna,Patna,Paliganj,Mahabalipur Chok
Patna,Patna,Paliganj,Mera Patona
Patna,Patna,Pandarakh,Dhiwar
Patna,Patna,Pandarakh,Raili
Patna,Patna,Pandarakh,Parsawan
Patna,Patna,Pandarakh,Lemuabad
Patna,Patna,Pandarakh,West Pandarakh
Patna,Patna,Patna Sadar,Nakta Diyara
Patna,Patna,Patna Sadar,Mahuli
Patna,Patna,Patna Sadar,Fatehpur
Patna,Patna,Patna Sadar,Punadih
Patna,Patna,Patna Sadar,Sabal Pur
Patna,Patna,Phulwari Sarif,Kurthoul
Purnia,Purnia,Amour,Bengra Mehndipur
Purnia,Purnia,Amour,Gyandobh
Purnia,Purnia,Amour,Hafaniya
Purnia,Purnia,Amour,Machhatta
Purnia,Purnia,Amour,Majhuwa Hat
Purnia,Purnia,Amour,Rangraiya Lal Toli
Purnia,Purnia,Baisa,Aasiyani
Purnia,Purnia,Baisa,Chandel
Purnia,Purnia,Baisa,Chandwar
Purnia,Purnia,Baisa,Kanjia
Purnia,Purnia,Baisa,Kanpahlia
Purnia,Purnia,Baisa,Majok
Purnia,Purnia,Baisa,Nandniya
Purnia,Purnia,Baisa,Sirsi
Purnia,Purnia,Baisi,Charaiya
Purnia,Purnia,Baisi,Chopra
Purnia,Purnia,Baisi,Gangar
Purnia,Purnia,Baisi,Sugawa Mahanandpur
Purnia,Purnia,Baisi,Tarabari
Purnia,Purnia,Banmankhi,Abhay Ram Chakla
Purnia,Purnia,Banmankhi,Chandpur Bhangaha
Purnia,Purnia,Banmankhi,Dharhara Chakla Bhunayee
Purnia,Purnia,Banmankhi,Gangapur
Purnia,Purnia,Banmankhi,Koshi Sharan Devottar
Purnia,Purnia,Banmankhi,Ladugarh
Purnia,Purnia,Banmankhi,Maharajganj - I
Purnia,Purnia,Banmankhi,Rupouli Dakshin
Purnia,Purnia,Banmankhi,Rupouli Uttar
Purnia,Purnia,Banmankhi,Sahuriya Subhay Milik
Purnia,Purnia,Barhara Kothi,Arbanna Chakla
Purnia,Purnia,Barhara Kothi,Matihani
Purnia,Purnia,Barhara Kothi,Rustampur
Purnia,Purnia,Barhara Kothi,Sukhsena West
Purnia,Purnia,Bhawanipur,Barhari
Purnia,Purnia,Bhawanipur,Lathi
Purnia,Purnia,Dagarua,Duweli
Purnia,Purnia,Dagarua,Thathol
Purnia,Purnia,Dhamdaha,Kukroun West
Purnia,Purnia,Dhamdaha,Rajghat Garail
Purnia,Purnia,Jalalgarh,Dansar
Purnia,Purnia,Jalalgarh,Nij Gehunwa
Purnia,Purnia,Purnia East,Kabaiya
Purnia,Purnia,Rupauli,Goriyar East
Purnia,Purnia,Srinagar,Jhunni Kala
Purnia,Purnia,Srinagar,Khutti Dhunaili
Patna,Rohtas,Bikramganj,Ghusia Kala
Patna,Rohtas,Dawath,Usari
Patna,Rohtas,Dehri,Jamuhar
Patna,Rohtas,Dinara,Bhui
Patna,Rohtas,Kochas,Gara
Patna,Rohtas,Nasriganj,Atimi
Patna,Rohtas,Nasriganj,Itamha
Patna,Rohtas,Nauhatta,Jadunatipur
Patna,Rohtas,Nauhatta,Pipradih
Patna,Rohtas,Nauhatta,Tiara Khu
Patna,Rohtas,Nauhatta,Uli Banah
Patna,Rohtas,Nokha,Dakshani Baraw
Patna,Rohtas,Rohtas,Baknaur
Patna,Rohtas,Rohtas,Nawadih
Patna,Rohtas,Rohtas,Rasulpur
Patna,Rohtas,Rohtas,Samhuta
Patna,Rohtas,Rohtas,Telkap
Patna,Rohtas,Tilouthu,Saraiyan
Patna,Rohtas,Tilouthu,Tilouthu East
Koshi,Saharsa,Kahara,Bariaha
Koshi,Saharsa,Kahara,Parri
Koshi,Saharsa,Kahara,Chainpur
Koshi,Saharsa,Kahara,Diwari
Koshi,Saharsa,Kahara,Murli Basantpur
Koshi,Saharsa,Mahishi,Telwa West
Koshi,Saharsa,Mahishi,Telwa East
Koshi,Saharsa,Mahishi,Bhalahi
Koshi,Saharsa,Mahishi,Kundah
Koshi,Saharsa,Mahishi,Mahisarho
Koshi,Saharsa,Mahishi,Arapatti
Koshi,Saharsa,Mahishi,Jhara
Koshi,Saharsa,Mahishi,Aeina
Koshi,Saharsa,Nauhatta,Bakunia
Koshi,Saharsa,Nauhatta,Kedli
Koshi,Saharsa,Nauhatta,Naula
Koshi,Saharsa,Nauhatta,Sattaur
Koshi,Saharsa,Patarghat,Dhabauli West
Koshi,Saharsa,Patarghat,Dhabauli East
Koshi,Saharsa,Salkhua,Kabira
Koshi,Saharsa,Salkhua,Alani
Koshi,Saharsa,Salkhua,Situaha
Koshi,Saharsa,Sattar kataiya,Purikh
Koshi,Saharsa,Sattar kataiya,Panchgachhia
Koshi,Saharsa,Sattar kataiya,Patori
Koshi,Saharsa,Sattar kataiya,Sattar
Koshi,Saharsa,Sattar kataiya,Bihra
Koshi,Saharsa,Sattar kataiya,Okahi
Koshi,Saharsa,Sattar kataiya,Bara
Koshi,Saharsa,Sattar kataiya,Shahpur
Koshi,Saharsa,Saur Bazar,Sahuriya East
Koshi,Saharsa,Saur Bazar,Kanp Eest
Koshi,Saharsa,Saur Bazar,Rauta
Koshi,Saharsa,Saur Bazar,Karhaiya
Koshi,Saharsa,Saur Bazar,Suhath
Koshi,Saharsa,Simri Bakhtiyarpur,Ghoghesam
Koshi,Saharsa,Simri Bakhtiyarpur,Kathdumar
Koshi,Saharsa,Simri Bakhtiyarpur,Belwara
Koshi,Saharsa,Simri Bakhtiyarpur,Dhanpura
Koshi,Saharsa,Simri Bakhtiyarpur,Sitanabad South
Koshi,Saharsa,Simri Bakhtiyarpur,Mahkhar
Koshi,Saharsa,sonbarsa,Lagma
Koshi,Saharsa,sonbarsa,Sahsaul
Koshi,Saharsa,sonbarsa,Barsam
Koshi,Saharsa,sonbarsa,Mokma
Koshi,Saharsa,sonbarsa,Kopa
Koshi,Saharsa,sonbarsa,Raghunathpur
Koshi,Saharsa,sonbarsa,Baith Musahhari
Koshi,Saharsa,sonbarsa,Mangwar
Darbhanga,Samastipur,Bibhutipur,Tabhaka
Darbhanga,Samastipur,Bibhutipur,Bhuswar
Darbhanga,Samastipur,Bibhutipur,Narhan
Darbhanga,Samastipur,Bibhutipur,Boria
Darbhanga,Samastipur,Bibhutipur,Mahathi South
Darbhanga,Samastipur,Bibhutipur,Belsandi Tara
Darbhanga,Samastipur,Dalsinghsarai,Chakbahuddin
Darbhanga,Samastipur,Dalsinghsarai,Pagra
Darbhanga,Samastipur,Hasanpur,Bhatwan
Darbhanga,Samastipur,Hasanpur,Hasanpur
Darbhanga,Samastipur,Kalyanpur,Gorai
Darbhanga,Samastipur,Kalyanpur,Kharsand West
Darbhanga,Samastipur,Kalyanpur,Gopalpur
Darbhanga,Samastipur,Khanpur,Bachawli
Darbhanga,Samastipur,Mohanpur,Baghra
Darbhanga,Samastipur,Mohanpur,Dashahara
Darbhanga,Samastipur,Mohanpur,Dumri Dakshini
Darbhanga,Samastipur,Mohanpur,Dharnipatti Purbi
Darbhanga,Samastipur,Mohanpur,Dharnipatti Pasichim
Darbhanga,Samastipur,Mohanpur,Rajpur
Darbhanga,Samastipur,Mohanpur,Bishanpur Beri
Darbhanga,Samastipur,Mohiuddinnagar,Raspur Patasia Paschim
Darbhanga,Samastipur,Mohiuddinnagar,Mohiuddinnagar Dakshin
Darbhanga,Samastipur,Morwa,Chaksikandar
Darbhanga,Samastipur,Pusa,Mahamadpur Deopar
Darbhanga,Samastipur,Pusa,Mahmadpur Kouari
Darbhanga,Samastipur,Rosera,Bhiraha Purab
Darbhanga,Samastipur,Rosera,Bhiraha West
Darbhanga,Samastipur,Rosera,Chakthat West
Darbhanga,Samastipur,Samastipur,Pokhraira
Darbhanga,Samastipur,Samastipur,Hakimabad
Darbhanga,Samastipur,Shivaji Nagar,Rahiar North
Darbhanga,Samastipur,Singhia,Keothar
Darbhanga,Samastipur,Tajpur,Muradpur Bangra
Darbhanga,Samastipur,Tajpur,Harishankarpur Baghauni
Darbhanga,Samastipur,Tajpur,Madhopur Dhgharua
Darbhanga,Samastipur,Tajpur,Shahpur Baghauni/Tajpur
Darbhanga,Samastipur,Ujiyarpur,Bhagwanpur Kamla
